id,restaurant_id,affiliation_id,benefit_type,benefit_text,benefit_ai_json,discount_rate,fixed_discount,service_item,estimated_cash_value,min_order_amount,min_people,payment_method,application_scope,verification_method,eligibility_description,start_date,end_date,status,source,benefit_base_score,benefit_bonus_score,benefit_condition_penalty,benefit_score_cached,benefit_preprocessed_at,benefit_needs_review,benefit_review_note
292,167,2,service,[인공지능융합대학] 3인분 이상 주문 & 계좌이체 결제 시 음료수 또는 사리 중 택 1,"{""benefitType"": ""무료제공"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": ""음료수 또는 사리 중 택 1"", ""targetMenu"": null, ""minimumOrder"": null, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": false, ""conditions"": [""3인분 이상 주문"", ""계좌이체 결제""], ""conditionCount"": 2, ""benefitScore"": 35, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,음료수 또는 사리 중 택 1,0,0,1,,ALL_GROUP,학생증,3인분 이상 주문 / 계좌이체 결제,2026-02-20,2026-12-31,active,import,60,0,5,55,2026-07-30T09:27:54.177700,false,
293,168,2,discount,[인공지능융합대학] 제휴 혜택이 있음을 안내하나 공개 스니펫 기준 상세 혜택 미상,"{""benefitType"": null, ""discountRate"": null, ""discountAmount"": null, ""freeItem"": null, ""targetMenu"": null, ""minimumOrder"": null, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": false, ""conditions"": [], ""conditionCount"": 0, ""benefitScore"": 0, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,[인공지능융합대학] 제휴 혜택이 있음을 안내하나 공개 스니펫 기준 상세 혜택 미상,0,0,1,,ALL_GROUP,학생증,,2026-02-20,2026-12-31,active,import,20,0,0,20,2026-07-30T09:27:54.179711,false,
295,170,2,service,"[인공지능융합대학] 3만원 이상 주문 시, 음료 1 캔 or 된장찌개 서비스(첫 주문 한정)","{""benefitType"": ""서비스"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": ""음료 1 캔 or 된장찌개"", ""targetMenu"": null, ""minimumOrder"": 30000, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": false, ""conditions"": [""인공지능융합대학"", ""3만원 이상 주문 시"", ""첫 주문 한정""], ""conditionCount"": 3, ""benefitScore"": 40, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,음료 1 캔 or 된장찌개,0,30000,1,,ALL_GROUP,학생증,인공지능융합대학 / 3만원 이상 주문 시 / 첫 주문 한정,2026-02-20,2026-12-31,active,import,60,0,15,45,2026-07-30T09:27:54.179711,false,
297,172,2,service,"[인공지능융합대학] 중, 대 사이즈 메뉴 주문시 라면사리 1개 서비스","{""benefitType"": ""freeItem"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": ""라면사리 1개"", ""targetMenu"": ""중, 대 사이즈 메뉴"", ""minimumOrder"": null, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": true, ""conditions"": [""인공지능융합대학 소속"", ""중, 대 사이즈 메뉴 주문시""], ""conditionCount"": 2, ""benefitScore"": 20, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,라면사리 1개,0,0,1,,ALL_GROUP,학생증,"인공지능융합대학 소속 / 중, 대 사이즈 메뉴 주문시",2026-01-01,2026-12-31,active,import,60,5,0,65,2026-07-30T09:27:54.179711,false,
298,173,2,service,"[인공지능융합대학] 와플대학주문시, 제휴해당 10종류 토핑 중 1개 서비스, 10000원 이상 주문시 아이스티 1잔 서비스","{""benefitType"": ""freeItem"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": ""제휴해당 10종류 토핑 중 1개, 아이스티 1잔"", ""targetMenu"": null, ""minimumOrder"": 10000, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": false, ""conditions"": [""와플대학 주문시"", ""10000원 이상 주문시""], ""conditionCount"": 2, ""benefitScore"": 75, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,"제휴해당 10종류 토핑 중 1개, 아이스티 1잔",0,10000,1,,ALL_GROUP,학생증,와플대학 주문시 / 10000원 이상 주문시,2026-01-01,2026-12-31,active,import,40,0,10,30,2026-07-30T09:27:54.179711,false,
299,174,2,service,"[인공지능융합대학] 3인 이상 28,000원 이상 주문 & 현금 또는 계좌이체시 캔 음료 1캔 서비스(인융대 1명 이상)","{""benefitType"": ""freeItem"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": ""캔 음료 1캔"", ""targetMenu"": null, ""minimumOrder"": 28000, ""availableTime"": null, ""requiredPeople"": 3, ""studentVerification"": true, ""conditions"": [""3인 이상"", ""28,000원 이상 주문"", ""현금 또는 계좌이체시"", ""인융대 1명 이상""], ""conditionCount"": 4, ""benefitScore"": 40, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,캔 음료 1캔,0,28000,3,,ALL_GROUP,학생증,"3인 이상 / 28,000원 이상 주문 / 현금 또는 계좌이체시 / 인융대 1명 이상",2026-01-01,2026-12-31,active,import,60,0,20,40,2026-07-30T09:27:54.179711,false,
303,178,1,service,[정책법학대학] 서비스 제공: 800원 이하 토핑 무료 추가; 이용 조건: 5000원 이상 현금 결제 및계좌이체; 제휴기간 원문: 1년?,"{""benefitType"": ""무료추가"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": ""800원 이하 토핑"", ""targetMenu"": null, ""minimumOrder"": 5000, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": false, ""conditions"": [""5000원 이상 현금 결제 및계좌이체""], ""conditionCount"": 2, ""benefitScore"": 35, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,800원 이하 토핑,0,5000,1,,ALL_GROUP,학생증,5000원 이상 현금 결제 및계좌이체,2026-01-01,2026-12-31,active,import,40,10,15,35,2026-07-30T09:27:54.179711,false,
304,151,1,service,"[정책법학대학] 서비스 제공: 치즈스틱, 감자 고로케, 계란후라이 중 1개; 이용 조건: 1인 1메뉴 주문
[광운대학교] 메뉴 하나당 계란후라이, 감자고로케, 치즈스틱, 중 택 1(인융대 학생 1 명 이상)","{""benefitType"": ""freeItem"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": ""치즈스틱, 감자 고로케, 계란후라이 중 택 1"", ""targetMenu"": null, ""minimumOrder"": null, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": true, ""conditions"": [""1인 1메뉴 주문"", ""인융대 학생 1명 이상""], ""conditionCount"": 2, ""benefitScore"": 50, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,"치즈스틱, 감자 고로케, 계란후라이 중 택 1",0,0,1,,ALL_GROUP,학생증,1인 1메뉴 주문 / 인융대 학생 1명 이상,2026-02-20,2026-12-31,active,import,20,0,0,20,2026-07-30T09:27:54.179711,false,
306,179,1,service,[정책법학대학] 서비스 제공: 타피오카 펄 또는 사이즈업; 이용 조건: 음료 3잔 주문시,"{""benefitType"": ""서비스 제공"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": ""타피오카 펄 또는 사이즈업"", ""targetMenu"": null, ""minimumOrder"": null, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": false, ""conditions"": [""음료 3잔 주문시""], ""conditionCount"": 1, ""benefitScore"": 35, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,타피오카 펄 또는 사이즈업,0,0,1,,ALL_GROUP,학생증,음료 3잔 주문시,2026-01-01,2026-12-31,active,import,60,0,0,60,2026-07-30T09:27:54.179711,false,
310,154,1,service,"[정책법학대학] 서비스 제공: 음료수 1캔; 이용 조건: 13,000원 이상 주문시
[광운대학교] 13,000원 이상 주문 시 음료수 1개 서비스","{""benefitType"": ""서비스"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": ""음료수 1캔"", ""targetMenu"": null, ""minimumOrder"": 13000, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": false, ""conditions"": [""13,000원 이상 주문시""], ""conditionCount"": 1, ""benefitScore"": 30, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,음료수 1캔,0,13000,1,,ALL_GROUP,학생증,"13,000원 이상 주문시",2026-02-20,2026-12-31,active,import,60,10,10,60,2026-07-30T09:27:54.179711,false,
315,182,3,fixed,"[전자정보공과대학] 요금제; 서비스: 3개월 140,000원 OT 2회; 6개월 270,000원 OT 4회; 12개월 400,000원 OT 6회; 대상 조건: 전자정보공과대 학생
[정책법학대학] 할인: 10,000원 추가 할인","{""benefitType"": ""discount"", ""discountRate"": null, ""discountAmount"": 10000, ""freeItem"": null, ""targetMenu"": ""요금제"", ""minimumOrder"": null, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": true, ""conditions"": [""전자정보공과대 학생""], ""conditionCount"": 1, ""benefitScore"": 70, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,10000,"[전자정보공과대학] 요금제; 서비스: 3개월 140,000원 OT 2회; 6개월 270,000원 OT 4회; 12개월 400,000원 OT 6회; 대상 조건: 전자정보공과대 학생
[정책법학대학] 할인: 10,000원 추가 할인",0,0,1,,ALL_GROUP,학생증,전자정보공과대 학생,2026-02-14,2026-12-31,active,import,80,25,0,100,2026-07-30T09:27:54.179711,false,
316,182,1,fixed,"[전자정보공과대학] 요금제; 서비스: 3개월 140,000원 OT 2회; 6개월 270,000원 OT 4회; 12개월 400,000원 OT 6회; 대상 조건: 전자정보공과대 학생
[정책법학대학] 할인: 10,000원 추가 할인","{""benefitType"": ""할인"", ""discountRate"": null, ""discountAmount"": 10000, ""freeItem"": null, ""targetMenu"": null, ""minimumOrder"": null, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": true, ""conditions"": [""전자정보공과대 학생"", ""정책법학대학""], ""conditionCount"": 2, ""benefitScore"": 75, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,10000,"[전자정보공과대학] 요금제; 서비스: 3개월 140,000원 OT 2회; 6개월 270,000원 OT 4회; 12개월 400,000원 OT 6회; 대상 조건: 전자정보공과대 학생
[정책법학대학] 할인: 10,000원 추가 할인",0,0,1,,ALL_GROUP,학생증,전자정보공과대 학생 / 정책법학대학,2026-02-14,2026-12-31,active,import,80,25,0,100,2026-07-30T09:27:54.179711,false,
327,184,1,service,[정책법학대학] 할인: 평일:종일권 및 음료 8000원 종일권 주말 7000원; 이용 조건: 영수증 리뷰시,"{""benefitType"": ""할인"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": null, ""targetMenu"": ""평일 종일권 및 음료, 주말 종일권"", ""minimumOrder"": null, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": false, ""conditions"": [""영수증 리뷰시""], ""conditionCount"": 1, ""benefitScore"": 75, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,[정책법학대학] 할인: 평일:종일권 및 음료 8000원 종일권 주말 7000원; 이용 조건: 영수증 리뷰시,0,0,1,,ALL_GROUP,학생증,영수증 리뷰시,2026-01-01,2026-12-31,active,import,60,5,0,65,2026-07-30T09:27:54.179711,false,
331,187,1,service,[정책법학대학] 서비스 제공: 콤부차 또는 힐링티; 이용 조건: 샐러드 혹은 포케 주문시,"{""benefitType"": ""서비스 제공"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": ""콤부차 또는 힐링티"", ""targetMenu"": ""샐러드 혹은 포케"", ""minimumOrder"": null, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": false, ""conditions"": [""정책법학대학"", ""샐러드 혹은 포케 주문시""], ""conditionCount"": 2, ""benefitScore"": 70, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,콤부차 또는 힐링티,0,0,1,,ALL_GROUP,학생증,정책법학대학 / 샐러드 혹은 포케 주문시,2026-01-01,2026-12-31,active,import,20,0,0,20,2026-07-30T09:27:54.179711,false,
332,174,1,service,"[정책법학대학] 서비스 제공: 꼬치한개+탄산음료; 이용 조건: 현금결제+계좌이체, 3인 기준 28,000원 이상 주문; 비고: 인원 추가 시 인당 9,000원
[광운대학교] 3인 이상 28,000원 이상 주문 & 현금 또는 계좌이체시 캔 음료 1캔 서비스(인융대 1명 이상)","{""benefitType"": ""서비스"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": ""꼬치 1개 + 탄산음료 (또는 캔 음료 1캔)"", ""targetMenu"": null, ""minimumOrder"": 28000, ""availableTime"": null, ""requiredPeople"": 3, ""studentVerification"": true, ""conditions"": [""현금결제 또는 계좌이체"", ""3인 기준 28,000원 이상 주문"", ""인원 추가 시 인당 9,000원"", ""정책법학대학 학생 또는 인융대 학생 1명 이상 포함""], ""conditionCount"": 4, ""benefitScore"": 40, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,꼬치 1개 + 탄산음료 (또는 캔 음료 1캔),0,28000,3,,ALL_GROUP,학생증,"현금결제 또는 계좌이체 / 3인 기준 28,000원 이상 주문 / 인원 추가 시 인당 9,000원 / 정책법학대학 학생 또는 인융대 학생 1명 이상 포함",2026-01-01,2026-12-31,active,import,60,0,20,40,2026-07-30T09:27:54.179711,false,
338,188,3,service,[전자정보공과대학] 서비스: 불라면 + 음료수 1개; 대상 조건: 전자정보공과대 학생 1명 이상,"{""benefitType"": ""freeItem"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": ""불라면 + 음료수 1개"", ""targetMenu"": null, ""minimumOrder"": null, ""availableTime"": null, ""requiredPeople"": 1, ""studentVerification"": false, ""conditions"": [""전자정보공과대 학생 1명 이상""], ""conditionCount"": 1, ""benefitScore"": 80, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,불라면 + 음료수 1개,0,0,1,,ALL_GROUP,학생증,전자정보공과대 학생 1명 이상,2026-03-18,2026-12-31,active,import,60,5,0,65,2026-07-30T09:27:54.179711,false,
341,189,1,service,[정책법학대학] 서비스 제공: 2-3인 음료수/ 4인 이상시 계란찜 or 소주 1병 or 음료수 1캔; 이용 조건: 인원수,"{""benefitType"": ""freeItem"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": ""2-3인 음료수 / 4인 이상시 계란찜 or 소주 1병 or 음료수 1캔"", ""targetMenu"": null, ""minimumOrder"": null, ""availableTime"": null, ""requiredPeople"": 2, ""studentVerification"": false, ""conditions"": [""인원수""], ""conditionCount"": 1, ""benefitScore"": 70, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,2-3인 음료수 / 4인 이상시 계란찜 or 소주 1병 or 음료수 1캔,0,0,2,,ALL_GROUP,학생증,인원수,2026-01-01,2026-12-31,active,import,60,5,10,55,2026-07-30T09:27:54.179711,false,
349,197,1,service,[정책법학대학] 할인: 금액대별 할인; 이용 조건: 금액대별 할인,"{""benefitType"": ""할인"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": null, ""targetMenu"": null, ""minimumOrder"": null, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": false, ""conditions"": [""금액대별 할인""], ""conditionCount"": 1, ""benefitScore"": 40, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,[정책법학대학] 할인: 금액대별 할인; 이용 조건: 금액대별 할인,0,0,1,,ALL_GROUP,학생증,금액대별 할인,2026-01-01,2026-12-31,active,import,20,5,0,25,2026-07-30T09:27:54.179711,false,
355,201,1,service,"[정책법학대학] 서비스 제공: 1시간 서비스; 이용 조건: 10,000원 이상 결제시","{""benefitType"": ""서비스 제공"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": ""1시간 서비스"", ""targetMenu"": null, ""minimumOrder"": 10000, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": false, ""conditions"": [""10,000원 이상 결제시""], ""conditionCount"": 1, ""benefitScore"": 70, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,1시간 서비스,0,10000,1,,ALL_GROUP,학생증,"10,000원 이상 결제시",2026-01-01,2026-12-31,active,import,20,5,10,15,2026-07-30T09:27:54.179711,false,
356,167,1,service,"[정책법학대학] 서비스 제공: 음료 혹은 사리 추가 택1; 이용 조건: 3인분 이상 주문계좌이체
[광운대학교] 3인분 이상 주문 & 계좌이체 결제 시 음료수 또는 사리 중 택 1","{""benefitType"": ""freeItem"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": ""음료수 또는 사리 중 택 1"", ""targetMenu"": null, ""minimumOrder"": null, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": false, ""conditions"": [""3인분 이상 주문"", ""계좌이체 결제""], ""conditionCount"": 2, ""benefitScore"": 30, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,음료수 또는 사리 중 택 1,0,0,1,,ALL_GROUP,학생증,3인분 이상 주문 / 계좌이체 결제,2026-02-20,2026-12-31,active,import,60,0,5,55,2026-07-30T09:27:54.179711,false,
374,209,1,service,"[정책법학대학] 서비스 제공: 육회 초밥, 야부리 초밥 각 1pcs; 이용 조건: 네이버 영수증리뷰","{""benefitType"": ""서비스 제공"", ""discountRate"": null, ""discountAmount"": null, ""freeItem"": ""육회 초밥, 야부리 초밥 각 1pcs"", ""targetMenu"": null, ""minimumOrder"": null, ""availableTime"": null, ""requiredPeople"": null, ""studentVerification"": false, ""conditions"": [""네이버 영수증리뷰""], ""conditionCount"": 1, ""benefitScore"": 45, ""unknownBenefits"": [], ""unknownConditions"": [], ""needsReview"": false}",0,0,"육회 초밥, 야부리 초밥 각 1pcs",0,0,1,,ALL_GROUP,학생증,네이버 영수증리뷰,2026-01-01,2026-12-31,active,import,20,5,0,25,2026-07-30T09:27:54.179711,false,
